Year,State,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Gallons of ethanol derived from time-varying ABV
1976,Wisconsin,12087480,3527300,34268,2.0,2865871,2177,2.0,
1976,Wyoming,999215,300116,33294,2.0,244129,930,2.0,
1976,Northeast Region,107125765,38805712,27606,,32299066,3167,,
1976,Midwest Region,113916900,44766072,25447,,36595704,1128,,
1976,South Region,129640960,54359932,23849,,44529144,9114,,
1976,West Region,97052940,30498063,31823,,25090137,8682,,
1976,United States,447736565,168429779,26583,,138514051,2324,,
1977,Alabama,5560137,2903058,19153,9.0,2370019,3460,9.0,5793069.0
1977,Alaska,976872,295940,33009,2.0,235329,1511,1.0,1010863.0
1977,Arizona,5423913,1858477,29185,3.0,1522393,5628,3.0,5692293.0
1977,Arkansas,2738442,1705685,16055,0.0,1411303,9404,0.0,2870499.0
1977,California,56189952,17611820,31905,2.0,14630362,8406,2.0,57360779.0
1977,Colorado,6184020,2095173,29516,3.0,1712929,6102,3.0,6373820.0
1977,Connecticut,6453297,2440455,26443,6.0,2032678,1748,6.0,6678463.0
1977,Delaware,1319982,461923,28576,4.0,374109,5283,4.0,1365402.0
1977,District of Columbia,3014121,561538,53676,1.0,470406,4075,1.0,3093039.0
1977,Florida,21373386,7151647,29886,3.0,6068925,5218,4.0,22002276.0
1977,Georgia,9439395,3977750,23730,7.0,3245322,9086,7.0,9778510.0
1977,Hawaii,2208324,709315,31133,2.0,580204,8061,2.0,2272289.0
1977,Idaho,1629618,660751,24663,7.0,536414,380,7.0,1690241.0
1977,Illinois,25065303,8880063,28226,4.0,7327594,4207,4.0,25947618.0
1977,Indiana,8470725,4172040,20304,8.0,3413364,4816,8.0,8832891.0
1977,Iowa,4947603,2276107,21737,8.0,1872856,6417,8.0,5153224.0
1977,Kansas,3477102,1829854,19002,0.0,1507994,3058,0.0,3628349.0
1977,Kentucky,5439507,2753183,19757,9.0,2254014,4133,9.0,5675218.0
1977,Louisiana,7599111,3021978,25146,6.0,2431178,1257,6.0,7934050.0
1977,Maine,2226654,857302,25973,6.0,705631,1556,6.0,2290658.0
1977,Maryland,9917661,3256315,30457,3.0,2675072,7074,3.0,10241159.0
1977,Massachusetts,13585206,4566474,29750,3.0,3775420,5983,3.0,14017970.0
1977,Michigan,19039758,7023989,27107,5.0,5712010,3333,5.0,19677843.0
1977,Minnesota,8264697,3091397,26735,5.0,2517570,2828,5.0,8526652.0
1977,Mississippi,3639807,1842886,19751,9.0,1479390,4603,9.0,3784884.0
1977,Missouri,8565717,3823425,22403,8.0,3158150,7123,8.0,8963720.0
1977,Montana,1854426,595598,31136,2.0,485576,8190,2.0,1927653.0
1977,Nebraska,3089214,1214342,25439,6.0,997865,958,6.0,3210261.0
1977,Nevada,3349884,529997,63206,1.0,442256,5745,1.0,3419961.0
1977,New Hampshire,3523851,673655,52309,1.0,556155,3361,1.0,3608020.0
1977,New Jersey,15521736,5776121,26872,5.0,4831345,2127,6.0,16078454.0
1977,New Mexico,2619681,910168,28782,4.0,725703,6099,3.0,2727302.0
1977,New York,38785155,14124710,27459,5.0,11823396,2804,5.0,40195711.0
1977,North Carolina,8770875,4421318,19838,9.0,3621298,4220,9.0,9267043.0
1977,North Dakota,1326360,505892,26218,6.0,408756,2449,5.0,1370845.0
1977,Ohio,17011617,8364047,20339,8.0,6876032,4740,8.0,17735989.0
1977,Oklahoma,4365333,2244236,19451,9.0,1857692,3499,9.0,4560360.0
1977,Oregon,5171778,1916970,26979,5.0,1603343,2256,5.0,5335596.0
1977,Pennsylvania,21522030,9463689,22742,8.0,7892753,7268,8.0,22483562.0
1977,Rhode Island,2176941,759862,28649,4.0,630526,4526,4.0,2254825.0
1977,South Carolina,5422410,2285629,23724,7.0,1843538,9413,7.0,5631732.0
1977,South Dakota,1275855,533911,23896,7.0,432096,9527,7.0,1321796.0
1977,Tennessee,6387921,3441941,18559,0.0,2847098,2437,0.0,6646933.0
1977,Texas,25201329,10047490,25082,6.0,8202215,725,6.0,26441060.0
1977,Utah,1540620,938311,16419,0.0,742823,740,0.0,1587932.0
1977,Vermont,1284147,379952,33798,1.0,309769,1455,1.0,1315398.0
1977,Virginia,9236946,4060738,22747,7.0,3331430,7727,7.0,9598499.0
1977,Washington,8381421,2945691,28453,4.0,2443054,4307,4.0,8646682.0
1977,West Virginia,2669916,1485147,17977,0.0,1237958,1567,0.0,2780376.0
1977,Wisconsin,12050958,3580767,33655,1.0,2916692,1317,2.0,12450464.0
1977,Wyoming,1029996,312816,32927,2.0,255299,345,2.0,1064127.0
1977,Northeast Region,105079017,39042220,26914,,32557673,2275,,8944326.0
1977,Midwest Region,112584909,45295834,24855,,37140979,313,,16831460.0
1977,South Region,132096279,55622462,23749,,45720967,8892,,37382860.0
1977,West Region,96560505,31381027,30770,,25915685,7259,,99081876.0
1977,United States,446320710,171341543,26049,,141335304,1579,,62416308.0
1978,Alabama,5690940,2960699,19222,9.0,2427920,3440,9.0,5916931.0
1978,Alaska,1051506,299375,35123,1.0,240678,3689,1.0,1082596.0
1978,Arizona,5896485,1939465,30403,3.0,1599186,6872,3.0,6148655.0
1978,Arkansas,3069768,1741017,17632,0.0,1444678,1249,0.0,3201756.0
1978,California,59414487,18103569,32819,2.0,15103503,9338,2.0,60243366.0
1978,Colorado,7483989,2162953,34601,2.0,1779971,2046,2.0,7647308.0
1978,Connecticut,6635175,2467397,26891,6.0,2061490,2186,6.0,6844164.0
1978,Delaware,1336395,468341,28535,4.0,381232,5055,4.0,1376175.0
1978,District of Columbia,2971341,557107,53335,1.0,467529,3554,1.0,3030820.0
1978,Florida,22678209,7398595,30652,3.0,6310415,5938,4.0,23221326.0
1978,Georgia,10060569,4063500,24758,7.0,3328395,226,7.0,10386042.0
1978,Hawaii,2188347,725334,30170,3.0,597457,6628,3.0,2224066.0
1978,Idaho,1700712,681247,24965,7.0,556433,565,7.0,1755429.0
1978,Illinois,25308516,8955607,28260,4.0,7417271,4121,4.0,26049818.0
1978,Indiana,8956743,4234794,21150,8.0,3476596,5763,8.0,9305913.0
1978,Iowa,5106912,2292991,22272,8.0,1893287,6974,8.0,5296150.0
1978,Kansas,3540240,1850427,19132,0.0,1532541,3100,0.0,3681778.0
1978,Kentucky,5239995,2794605,18750,0.0,2295840,2824,0.0,5443877.0
1978,Louisiana,8033952,3084443,26047,6.0,2492211,2236,6.0,8346584.0
1978,Maine,2241600,870956,25737,6.0,719436,1158,6.0,2289758.0
1978,Maryland,10178370,3298252,30860,3.0,2721187,7404,3.0,10486466.0
1978,Massachusetts,14045646,4607478,30484,3.0,3820187,6767,3.0,14358710.0
1978,Michigan,19468572,7110302,27381,5.0,5812395,3495,5.0,20003861.0
1978,Minnesota,8491437,3133436,27099,5.0,2563687,3122,5.0,8717010.0
1978,Mississippi,3920076,1874916,20908,8.0,1511829,5929,8.0,4067253.0
1978,Missouri,9219504,3864779,23855,7.0,3204409,8771,7.0,9595976.0
1978,Montana,1879296,608751,30871,2.0,499555,7619,2.0,1945798.0
1978,Nebraska,3142266,1226947,25610,6.0,1012939,1021,6.0,3250974.0
1978,Nevada,3474690,566947,61288,1.0,475335,3100,1.0,3523309.0
1978,New Hampshire,3731796,696249,53599,1.0,576050,4783,1.0,3793767.0
1978,New Jersey,15685845,5831475,26899,6.0,4892539,2061,6.0,16157008.0
1978,New Mexico,2732193,932810,29290,4.0,749602,6449,3.0,2828898.0
1978,New York,39223998,14118431,27782,5.0,11841083,3125,5.0,40399751.0
1978,North Carolina,9210900,4511415,20417,9.0,3710593,4823,9.0,9694425.0
1978,North Dakota,1405503,509937,27562,5.0,414718,3891,5.0,1446893.0
1978,Ohio,17588808,8438283,20844,9.0,6971199,5231,9.0,18266590.0
1978,Oklahoma,4566651,2288263,19957,9.0,1901231,4019,9.0,4749768.0
1978,Oregon,5415264,1978339,27373,5.0,1664116,2541,5.0,5564931.0
1978,Pennsylvania,21840615,9514538,22955,8.0,7964946,7421,8.0,22739787.0
1978,Rhode Island,2290101,767652,29833,4.0,638604,5861,4.0,2353760.0
1978,South Carolina,5744088,2342802,24518,7.0,1898861,250,7.0,5941448.0
1978,South Dakota,1299651,536742,24214,7.0,436749,9757,7.0,1341369.0
1978,Tennessee,6764523,3508474,19281,9.0,2908602,3257,9.0,7017600.0
1978,Texas,26829555,10331034,25970,6.0,8472663,1666,6.0,28053522.0
1978,Utah,1604499,968968,16559,0.0,773543,742,0.0,1622730.0
1978,Vermont,1364175,387668,35189,1.0,316974,3037,1.0,1391572.0
1978,Virginia,9544473,4156199,22964,8.0,3426893,7852,8.0,9863258.0
1978,Washington,8863992,3049916,29063,4.0,2543545,4849,4.0,9099670.0
1978,West Virginia,2677110,1501708,17827,0.0,1256410,1308,0.0,2782488.0
1978,Wisconsin,12009444,3622773,33150,2.0,2962748,535,2.0,12353201.0
1978,Wyoming,1110147,328651,33779,2.0,270285,1073,2.0,1139957.0
1978,Northeast Region,107058951,39261844,27268,,32831309,2609,,10392098.0
1978,Midwest Region,115537596,45777018,25239,,37698539,648,,19352598.0
1978,South Region,138516915,56881370,24352,,46956489,9499,,43492793.0
1978,West Region,102815607,32346325,31786,,26853209,8288,,4826417.0
1978,United States,463929069,174266557,26622,,144339546,2142,,77698797.0
1979,Alabama,5695704,3002120,18972,0.0,2474325,3019,0.0,5908418.0
1979,Alaska,1068249,298427,35796,1.0,247260,3203,1.0,1097313.0
1979,Arizona,6416922,2040213,31452,3.0,1693692,7887,3.0,6646798.0
1979,Arkansas,2729937,1769469,15428,0.0,1473802,8523,0.0,2854416.0
1979,California,61490703,18512861,33215,2.0,15524416,9609,2.0,62213678.0
1979,Colorado,7643130,2234914,34199,2.0,1852999,1247,2.0,7803473.0
1979,Connecticut,6870702,2491345,27578,5.0,2090009,2874,5.0,7024493.0
1979,Delaware,1376331,471347,29200,4.0,386076,5649,4.0,1412418.0
1979,District of Columbia,2911656,549329,53004,1.0,462404,2968,1.0,2959733.0
1979,Florida,24141258,7699406,31355,3.0,6600821,6573,3.0,24680374.0
1979,Georgia,10185312,4167806,24438,7.0,3428206,9710,7.0,10500176.0
1979,Hawaii,2347233,746363,31449,3.0,619361,7898,3.0,2389947.0
1979,Idaho,1808049,696246,25969,6.0,573116,1548,6.0,1862464.0
1979,Illinois,25994166,8988888,28918,4.0,7480997,4747,4.0,26738984.0
1979,Indiana,9191373,4280012,21475,8.0,3529852,6039,8.0,9527229.0
1979,Iowa,5110620,2299934,22221,8.0,1908389,6780,8.0,5292134.0
1979,Kansas,3812199,1868090,20407,9.0,1556628,4490,9.0,3953060.0
1979,Kentucky,5414091,2831167,19123,9.0,2335933,3177,9.0,5618288.0
1979,Louisiana,8241591,3153027,26139,6.0,2559618,2199,6.0,8549758.0
1979,Maine,2289216,883189,25920,6.0,732979,1232,6.0,2330291.0
1979,Maryland,10405932,3329877,31250,3.0,2762159,7673,3.0,10679142.0
1979,Massachusetts,14257560,4647388,30679,3.0,3868078,6860,3.0,14549535.0
1979,Michigan,19025007,7187910,26468,6.0,5911771,2182,6.0,19485603.0
1979,Minnesota,8814348,3177489,27740,5.0,2615537,3700,5.0,9031161.0
1979,Mississippi,3801306,1897622,20032,9.0,1538088,4714,9.0,3946774.0
1979,Missouri,9441411,3898440,24218,7.0,3247773,9070,7.0,9800676.0
1979,Montana,2018328,614286,32856,2.0,508544,9688,2.0,2071648.0
1979,Nebraska,3191103,1233885,25862,7.0,1024360,1152,7.0,3299009.0
1979,Nevada,3542778,607218,58344,1.0,511893,9209,1.0,3582141.0
1979,New Hampshire,3650184,715110,51044,1.0,593477,1505,1.0,3695829.0
1979,New Jersey,15948336,5884711,27101,6.0,4956284,2178,6.0,16357510.0
1979,New Mexico,2837226,974955,29101,4.0,789896,5919,4.0,2929634.0
1979,New York,39935172,14133920,28255,5.0,11886363,3597,5.0,40957275.0
1979,North Carolina,9574749,4585775,20879,9.0,3790369,5261,9.0,10039535.0
1979,North Dakota,1396350,512856,27227,5.0,420399,3215,5.0,1433935.0
1979,Ohio,19059681,8482426,22470,8.0,7049449,7037,8.0,19788386.0
1979,Oklahoma,4523496,2337064,19355,9.0,1950406,3193,9.0,4692829.0
1979,Oregon,5643144,2035359,27726,5.0,1722529,2761,5.0,5786748.0
1979,Pennsylvania,22408116,9575183,23402,8.0,8050108,7836,8.0,23266852.0
1979,Rhode Island,2304249,772868,29814,4.0,644926,5729,4.0,2361672.0
1979,South Carolina,5869026,2390980,24547,7.0,1948478,121,7.0,6056505.0
1979,South Dakota,1311972,537561,24406,7.0,440399,9791,7.0,1349451.0
1979,Tennessee,6857256,3587482,19114,0.0,2987204,2955,0.0,7110976.0
1979,Texas,28538046,10659118,26773,6.0,8787104,2477,6.0,29797196.0
1979,Utah,1682649,1001056,16809,0.0,805960,878,0.0,1709394.0
1979,Vermont,1369602,395958,34590,1.0,324994,2142,1.0,1393200.0
1979,Virginia,9964614,4213435,23650,8.0,3495855,8504,8.0,10283060.0
1979,Washington,9307446,3161306,29442,4.0,2653495,5076,4.0,9517884.0
1979,West Virginia,2694732,1519928,17729,0.0,1276657,1108,0.0,2789296.0
1979,Wisconsin,12468372,3672935,33947,2.0,3019125,1298,2.0,12813616.0
1979,Wyoming,1167435,344673,33871,2.0,285327,916,2.0,1197346.0
1979,Northeast Region,109033137,39499672,27604,,33147218,2894,,12032426.0
1979,Midwest Region,118816602,46140426,25751,,38204679,1100,,22568364.0
1979,South Region,142925037,58164952,24572,,48257505,9617,,47928238.0
1979,West Region,106973292,33267877,32155,,27788488,8496,,13212205.0
1979,United States,477748068,177072927,26980,,147397890,2412,,90919578.0
1980,Alabama,5631894,3031598,18577,0.0,2511678,2423,0.0,5809257.0
1980,Alaska,1126578,303164,37161,1.0,250497,4974,1.0,1153228.0
1980,Arizona,6425574,2136149,30080,4.0,1785630,5985,4.0,6653722.0
1980,Arkansas,3232971,1786462,18097,0.0,1493887,1641,0.0,3371403.0
1980,California,63828048,18992071,33608,2.0,16033575,9809,2.0,64253174.0
1980,Colorado,7634640,2294708,33271,2.0,1922208,9718,2.0,7750530.0
1980,Connecticut,6782832,2523757,26876,6.0,2125349,1914,6.0,6885732.0
1980,Delaware,1474002,473757,31113,3.0,391596,7641,3.0,1506426.0
1980,District of Columbia,2894424,534599,54142,1.0,454836,3637,1.0,2927465.0
1980,Florida,25775631,8095635,31839,3.0,6971059,6975,3.0,26265725.0
1980,Georgia,9923718,4250750,23346,8.0,3516918,8217,8.0,10200307.0
1980,Hawaii,2499675,757009,33020,2.0,633994,9427,2.0,2542868.0
1980,Idaho,1833420,706908,25936,7.0,585876,1294,7.0,1882409.0
1980,Illinois,26980329,9015639,29926,4.0,7546900,5750,4.0,27619912.0
1980,Indiana,9441600,4280602,22057,8.0,3553802,6568,8.0,9771039.0
1980,Iowa,5170884,2298504,22497,8.0,1918022,6959,8.0,5337211.0
1980,Kansas,3664083,1878526,19505,9.0,1578092,3218,9.0,3802066.0
1980,Kentucky,5454303,2853885,19112,0.0,2366622,3047,9.0,5644846.0
1980,Louisiana,8684679,3218558,26983,6.0,2627441,3054,6.0,8973986.0
1980,Maine,2369067,890134,26615,6.0,742495,1907,6.0,2403967.0
1980,Maryland,10432119,3383736,30830,4.0,2823678,6945,4.0,10661687.0
1980,Massachusetts,14859300,4675582,31781,3.0,3917011,7935,3.0,15112022.0
1980,Michigan,19105959,7211280,26495,6.0,5970392,2001,6.0,19499194.0
1980,Minnesota,9153927,3217540,28450,5.0,2669388,4292,5.0,9345565.0
1980,Mississippi,3987228,1911148,20863,9.0,1555629,5631,9.0,4124198.0
1980,Missouri,9524697,3909487,24363,7.0,3278994,9048,7.0,9859048.0
1980,Montana,1966227,613715,32038,3.0,511720,8424,3.0,2014844.0
1980,Nebraska,3251106,1235100,26323,6.0,1033301,1463,6.0,3350874.0
1980,Nevada,3720504,647551,57455,1.0,549367,7723,1.0,3750034.0
1980,New Hampshire,3679443,733126,50188,1.0,611871,134,1.0,3711051.0
1980,New Jersey,16729818,5933602,28195,5.0,5009562,3396,5.0,17061328.0
1980,New Mexico,2945142,993070,29657,4.0,811535,6291,4.0,3025677.0
1980,New York,41138004,14152685,29067,5.0,11945101,4439,5.0,42036522.0
1980,North Carolina,10054950,4665179,21553,9.0,3879201,5920,9.0,10484991.0
1980,North Dakota,1438521,509807,28217,5.0,421251,4149,5.0,1472092.0
1980,Ohio,19748148,8493276,23252,8.0,7107398,7785,8.0,20446850.0
1980,Oklahoma,4636377,2390679,19394,9.0,2006760,3104,9.0,4802583.0
1980,Oregon,5873217,2090037,28101,5.0,1778750,3019,6.0,5987001.0
1980,Pennsylvania,22876962,9587812,23860,7.0,8096702,8255,8.0,23685816.0
1980,Rhode Island,2417154,772815,31277,3.0,648263,7287,3.0,2458257.0
1980,South Carolina,5954757,2431509,24490,7.0,1992766,9882,7.0,6142146.0
1980,South Dakota,1372053,536643,25567,7.0,443010,971,7.0,1406215.0
1980,Tennessee,6943221,3631477,19120,9.0,3038718,2849,0.0,7185032.0
1980,Texas,30609234,11031476,27747,6.0,9155156,3434,5.0,31843419.0
1980,Utah,1749975,1029277,17002,0.0,837988,883,0.0,1779491.0
1980,Vermont,1333758,404909,32940,2.0,334616,9859,2.0,1349674.0
1980,Virginia,10179768,4279185,23789,8.0,3575302,8472,7.0,10460972.0
1980,Washington,10196223,3290602,30986,4.0,2779468,6684,4.0,10401537.0
1980,West Virginia,2771115,1528386,18131,0.0,1287700,1520,0.0,2863302.0
1980,Wisconsin,12826434,3712554,34549,1.0,3071630,1758,1.0,13154256.0
1980,Wyoming,1221636,358673,34060,2.0,299084,846,2.0,1250228.0
1980,Northeast Region,112186338,39674422,28277,,33430970,3558,,14626530.0
1980,Midwest Region,121677741,46298958,26281,,38592180,1529,,25114463.0
1980,South Region,148640391,59498019,24982,,49648947,9938,,53165502.0
1980,West Region,111020859,34212934,32450,,28779692,8576,,12452994.0
1980,United States,493525329,179684333,27466,,150451789,2803,,5369694.0
1981,Alabama,5850492,3055530,19147,0.0,2547715,2964,0.0,6038894.0
1981,Alaska,1260084,313146,40240,1.0,260166,8434,1.0,1289632.0
1981,Arizona,7013298,2202308,31845,3.0,1856768,7772,3.0,7263134.0
1981,Arkansas,3344997,1794245,18643,0.0,1508130,2180,0.0,3502176.0
1981,California,64957740,19398259,33486,2.0,16486376,9401,2.0,65483756.0
1981,Colorado,7798563,2351115,33170,2.0,1986857,9251,2.0,7967856.0
1981,Connecticut,6812925,2551002,26707,6.0,2156108,1598,6.0,6928310.0
1981,Delaware,1543905,476623,32393,3.0,397172,8872,3.0,1581161.0
1981,District of Columbia,2898282,534819,54192,1.0,458969,3148,1.0,2933088.0
1981,Florida,27770976,8403671,33046,3.0,7272816,8185,3.0,28382050.0
1981,Georgia,10297644,4328797,23789,8.0,3602829,8582,7.0,10597504.0
1981,Hawaii,2562312,766346,33435,2.0,647005,9603,2.0,2611941.0
1981,Idaho,1924551,716267,26869,6.0,597332,2219,6.0,1973722.0
1981,Illinois,26301585,9032610,29118,5.0,7603864,4590,5.0,26969439.0
1981,Indiana,9610050,4283084,22437,8.0,3580726,6838,8.0,9958956.0
1981,Iowa,5197581,2295529,22642,8.0,1929614,6936,8.0,5381640.0
1981,Kansas,3872886,1888970,20503,9.0,1601017,4190,9.0,4022926.0
1981,Kentucky,5691363,2864705,19867,9.0,2390830,3805,9.0,5908656.0
1981,Louisiana,9107676,3269992,27852,6.0,2686635,3900,5.0,9439904.0
1981,Maine,2309193,898492,25701,7.0,752981,667,7.0,2347630.0
1981,Maryland,10494624,3427173,30622,4.0,2873836,6518,4.0,10749700.0
1981,Massachusetts,14969112,4718178,31726,3.0,3976827,7641,3.0,15251744.0
1981,Michigan,18929514,7188017,26335,6.0,5985990,1623,6.0,19354330.0
1981,Minnesota,9218265,3243425,28421,5.0,2713995,3966,5.0,9422361.0
1981,Mississippi,4098303,1925495,21284,9.0,1575946,6005,9.0,4256984.0
1981,Missouri,9633390,3919579,24578,7.0,3308437,9118,7.0,10001918.0
1981,Montana,2022267,618074,32719,3.0,519015,8964,3.0,2079896.0
1981,Nebraska,3289071,1240253,26519,6.0,1046179,1439,6.0,3398922.0
1981,Nevada,3784743,677459,55867,1.0,578171,5461,1.0,3831877.0
1981,New Hampshire,3665031,746411,49102,1.0,627744,8384,1.0,3710936.0
1981,New Jersey,17188122,5991979,28685,5.0,5073140,3881,5.0,17535601.0
1981,New Mexico,3033720,1010870,30011,4.0,831985,6464,4.0,3131992.0
1981,New York,40265727,14210592,28335,5.0,12037050,3451,6.0,41171707.0
1981,North Carolina,10237305,4732158,21633,9.0,3966006,5813,9.0,10689167.0
1981,North Dakota,1461492,513567,28458,5.0,428526,4105,5.0,1498802.0
1981,Ohio,19098117,8505508,22454,8.0,7161136,6669,8.0,19806305.0
1981,Oklahoma,5192961,2433763,21337,9.0,2058017,5233,9.0,5382342.0
1981,Oregon,5880459,2109703,27873,6.0,1805682,2566,6.0,5998229.0
1981,Pennsylvania,22848636,9609954,23776,8.0,8157849,8008,8.0,23658673.0
1981,Rhode Island,2277921,779633,29218,4.0,658242,4606,4.0,2325634.0
1981,South Carolina,6133956,2477015,24763,7.0,2045685,9985,7.0,6345425.0
1981,South Dakota,1360608,535662,25400,7.0,446796,453,7.0,1399386.0
1981,Tennessee,7245342,3661408,19788,0.0,3083515,3497,0.0,7509108.0
1981,Texas,33332064,11346448,29377,4.0,9485322,5141,4.0,34666182.0
1981,Utah,1837248,1051302,17476,0.0,861983,1314,0.0,1875547.0
1981,Vermont,1357269,408331,33239,2.0,340455,9866,2.0,1375910.0
1981,Virginia,10403517,4359380,23865,7.0,3662607,8405,8.0,10707856.0
1981,Washington,9935124,3355990,29604,4.0,2854240,4808,4.0,10114681.0
1981,West Virginia,2833185,1534779,18460,0.0,1299656,1799,0.0,2929643.0
1981,Wisconsin,13005918,3734437,34827,1.0,3112394,1788,1.0,13371204.0
1981,Wyoming,1268922,370013,34294,2.0,311297,762,2.0,1304817.0
1981,Northeast Region,111693936,39914572,27983,,33780396,3065,,14260022.0
1981,Midwest Region,120978477,46380641,26084,,38918674,1085,,24576656.0
1981,South Region,156476592,60626001,25810,,50915686,732,,61521101.0
1981,West Region,113279031,34940852,32420,,29596877,8274,,15022084.0
1981,United States,502428036,181862066,27627,,153211633,2793,,15000839.0
1982,Alabama,5832174,3071296,18989,0.0,2579624,2609,0.0,6014041.0
1982,Alaska,1320015,336935,39177,1.0,281749,6851,1.0,1341720.0
1982,Arizona,6983562,2271324,30747,3.0,1930488,6175,3.0,7174627.0
1982,Arkansas,3196953,1800470,17756,0.0,1522602,997,0.0,3339650.0
1982,California,63749664,19813692,32175,3.0,16947274,7616,3.0,64020097.0
1982,Colorado,7896303,2418801,32646,2.0,2062323,8288,2.0,8013810.0
1982,Connecticut,7056225,2570746,27448,6.0,2183824,2311,6.0,7054569.0
1982,Delaware,1561437,479280,32579,2.0,403059,8740,2.0,1589300.0
1982,District of Columbia,2847417,534636,53259,1.0,464035,1362,1.0,2863572.0
1982,Florida,28233492,8651693,32633,2.0,7532849,7480,3.0,28719244.0
1982,Georgia,10415244,4406193,23638,8.0,3692987,8203,7.0,10689743.0
1982,Hawaii,2658801,779356,34115,1.0,662896,109,1.0,2696874.0
1982,Idaho,1855986,723510,25653,7.0,607782,537,7.0,1892928.0
1982,Illinois,25587351,9025106,28351,5.0,7646856,3461,5.0,26131832.0
1982,Indiana,9581634,4282806,22372,8.0,3608210,6555,8.0,9875641.0
1982,Iowa,4987668,2281426,21862,8.0,1933412,5797,8.0,5131568.0
1982,Kansas,3846957,1899064,20257,9.0,1624231,3685,9.0,3975426.0
1982,Kentucky,5722146,2880773,19863,9.0,2421438,3631,9.0,5915274.0
1982,Louisiana,9252555,3327077,27810,5.0,2753718,3600,4.0,9550840.0
1982,Maine,2369070,903044,26234,6.0,761353,1117,6.0,2383640.0
1982,Maryland,9530565,3456569,27572,5.0,2915377,2691,5.0,9709422.0
1982,Massachusetts,14576751,4741346,30744,3.0,4025322,6213,3.0,14631543.0
1982,Michigan,19467186,7139202,27268,6.0,5985561,2524,6.0,19755886.0
1982,Minnesota,8957535,3259082,27485,6.0,2750928,2562,6.0,9110957.0
1982,Mississippi,4086609,1941705,21046,9.0,1599870,5543,9.0,4242323.0
1982,Missouri,9374688,3918469,23924,7.0,3333227,8125,7.0,9675524.0
1982,Montana,1970646,623686,31597,3.0,527587,7352,3.0,2010548.0
1982,Nebraska,2942400,1241493,23700,7.0,1056274,7856,8.0,3028694.0
1982,Nevada,3709260,703987,52689,1.0,604543,1356,1.0,3722288.0
1982,New Hampshire,3661839,756934,48377,1.0,641924,7045,1.0,3663662.0
1982,New Jersey,17325294,6040056,28684,4.0,5135995,3733,4.0,17492821.0
1982,New Mexico,3096810,1035173,29916,4.0,859071,6048,4.0,3184511.0
1982,New York,40667169,14268943,28500,4.0,12143053,3490,5.0,41332708.0
1982,North Carolina,10219056,4798175,21298,9.0,4053804,5209,9.0,10634872.0
1982,North Dakota,1450449,520433,27870,5.0,438751,3059,5.0,1477368.0
1982,Ohio,19414926,8497146,22849,8.0,7200984,6961,8.0,20086305.0
1982,Oklahoma,5391594,2522663,21373,9.0,2149456,5084,9.0,5568639.0
1982,Oregon,5741781,2108620,27230,6.0,1815965,1618,6.0,5819456.0
1982,Pennsylvania,22798515,9623197,23691,8.0,8217224,7745,8.0,23491452.0
1982,Rhode Island,2302719,782823,29416,4.0,666173,4566,4.0,2315640.0
1982,South Carolina,6088521,2505738,24298,7.0,2087900,9161,7.0,6282861.0
