Year,State,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1983,Kansas,Spirits,2982000,1225602,1910113,6416,0,1644166,7454,0,N/A,02,1198764
1983,Kansas,Wine,1898000,244842,1910113,1282,0,1644166,1489,0,N/A,24,235352
1983,Kansas,Beer,50943000,2292435,1910113,12002,8,1644166,3943,8,N/A,47,2394321
1983,Kansas,All beverages,N/A,3762879,1910113,19700,9,1644166,2886,9,N/A,N/A,3828437
1983,Kentucky,Spirits,4919000,2021709,2899563,6972,9,2452851,8242,9,N/A,06,1997114
1983,Kentucky,Wine,2757000,355653,2899563,1227,0,2452851,1450,0,N/A,28,352896
1983,Kentucky,Beer,73099000,3289455,2899563,11345,9,2452851,3411,9,N/A,47,3435653
1983,Kentucky,All beverages,N/A,5666817,2899563,19544,9,2452851,3103,9,N/A,N/A,5785663
1983,Louisiana,Spirits,8394000,3449934,3362670,10260,5,2800464,2319,5,N/A,05,3399570
1983,Louisiana,Wine,7991000,1030839,3362670,3066,5,2800464,3681,5,N/A,27,1014857
1983,Louisiana,Beer,107497000,4837365,3362670,14385,5,2800464,7273,4,N/A,47,5052359
1983,Louisiana,All beverages,N/A,9318138,3362670,27711,5,2800464,3274,4,N/A,N/A,9466786
1983,Maine,Spirits,2284000,938724,911889,10294,5,773533,2136,5,N/A,87,883908
1983,Maine,Wine,2044000,263676,911889,2892,6,773533,3409,6,N/A,17,239148
1983,Maine,Beer,26786000,1205370,911889,13218,7,773533,5583,7,N/A,47,1258942
1983,Maine,All beverages,N/A,2407770,911889,26404,6,773533,1127,6,N/A,N/A,2381998
1983,Maryland,Spirits,10238000,4207818,3492658,12048,2,2962619,4203,2,N/A,99,4084962
1983,Maryland,Wine,9368000,1208472,3492658,3460,4,2962619,4079,4,N/A,24,1161632
1983,Maryland,Beer,104020000,4680900,3492658,13402,6,2962619,5800,6,N/A,47,4888940
1983,Maryland,All beverages,N/A,10097190,3492658,28910,4,2962619,4082,4,N/A,N/A,10135534
1983,Massachusetts,Spirits,13964000,5739204,4781816,12002,2,4083287,4055,2,N/A,84,5362176
1983,Massachusetts,Wine,18260000,2355540,4781816,4926,3,4083287,5769,3,N/A,22,2227720
1983,Massachusetts,Beer,144181000,6488145,4781816,13568,6,4083287,5890,6,N/A,47,6776507
1983,Massachusetts,All beverages,N/A,14582889,4781816,30497,3,4083287,5714,3,N/A,N/A,14366403
1983,Michigan,Spirits,16882000,6938502,7111268,9757,6,5995543,1573,6,N/A,94,6651508
1983,Michigan,Wine,15417000,1988793,7111268,2797,6,5995543,3317,6,N/A,22,1880874
1983,Michigan,Beer,214925000,9671625,7111268,13600,6,5995543,6131,6,N/A,47,10101475
1983,Michigan,All beverages,N/A,18598920,7111268,26154,6,5995543,1021,6,N/A,N/A,18633857
1983,Minnesota,Spirits,8744000,3593784,3270458,10989,4,2780993,2923,3,N/A,95,3453880
1983,Minnesota,Wine,6825000,880425,3270458,2692,6,2780993,3166,6,N/A,20,819000
1983,Minnesota,Beer,99992000,4499640,3270458,13758,6,2780993,6180,5,N/A,47,4699624
1983,Minnesota,All beverages,N/A,8973849,3270458,27439,6,2780993,2269,5,N/A,N/A,8972504
1983,Mississippi,Spirits,3800000,1561800,1952885,7997,7,1618258,9651,7,N/A,08,1550400
1983,Mississippi,Wine,1636000,211044,1952885,1081,0,1618258,1304,0,N/A,32,215952
1983,Mississippi,Beer,51882000,2334690,1952885,11955,8,1618258,4427,8,N/A,47,2438454
1983,Mississippi,All beverages,N/A,4107534,1952885,21033,9,1618258,5382,9,N/A,N/A,4204806
1983,Missouri,Spirits,7496000,3080856,3937471,7824,8,3373057,9134,8,N/A,98,2983408
1983,Missouri,Wine,6846000,883134,3937471,2243,6,3373057,2618,7,N/A,29,883134
1983,Missouri,Beer,120419000,5418855,3937471,13762,5,3373057,6065,6,N/A,47,5659693
1983,Missouri,All beverages,N/A,9382845,3937471,23830,8,3373057,7817,8,N/A,N/A,9526235
1983,Montana,Spirits,1520000,624720,631242,9897,6,537459,1624,6,N/A,91,594320
1983,Montana,Wine,1555000,200595,631242,3178,5,537459,3732,5,N/A,18,183490
1983,Montana,Beer,25231000,1135395,631242,17987,1,537459,1125,1,N/A,47,1185857
1983,Montana,All beverages,N/A,1960710,631242,31061,3,537459,6481,3,N/A,N/A,1963667
1983,Nebraska,Spirits,2409000,990099,1243589,7962,7,1065441,9293,8,N/A,95,951555
1983,Nebraska,Wine,2027000,261483,1243589,2103,8,1065441,2454,8,N/A,21,245267
1983,Nebraska,Beer,41589000,1871505,1243589,15049,4,1065441,7566,3,N/A,47,1954683
1983,Nebraska,All beverages,N/A,3123087,1243589,25113,7,1065441,9313,7,N/A,N/A,3151505
1983,Nevada,Spirits,4263000,1752093,721258,24292,1,622743,8135,1,N/A,96,1688148
1983,Nevada,Wine,4385000,565665,721258,7843,1,622743,9083,1,N/A,18,517430
1983,Nevada,Beer,31494000,1417230,721258,19649,1,622743,2758,1,N/A,47,1480218
1983,Nevada,All beverages,N/A,3734988,721258,51784,1,622743,9976,1,N/A,N/A,3685796
1983,New Hampshire,Spirits,4405000,1810455,768717,23552,1,656271,7587,1,N/A,89,1713545
1983,New Hampshire,Wine,3365000,434085,768717,5647,1,656271,6614,1,N/A,21,407165
1983,New Hampshire,Beer,37088000,1668960,768717,21711,1,656271,5431,1,N/A,47,1743136
1983,New Hampshire,All beverages,N/A,3913500,768717,50910,1,656271,9632,1,N/A,N/A,3863846
1983,New Jersey,Spirits,16747000,6883017,6095951,11291,3,5208766,3214,3,N/A,94,6598318
1983,New Jersey,Wine,24491000,3159339,6095951,5183,2,5208766,6065,2,N/A,22,2987902
1983,New Jersey,Beer,163219000,7344855,6095951,12049,8,5208766,4101,8,N/A,47,7671293
1983,New Jersey,All beverages,N/A,17387211,6095951,28523,4,5208766,3381,4,N/A,N/A,17257513
1983,New Mexico,Spirits,2523000,1036953,1061429,9769,6,887571,1683,6,N/A,94,994062
1983,New Mexico,Wine,2569000,331401,1061429,3122,5,887571,3734,5,N/A,27,326263
1983,New Mexico,Beer,40482000,1821690,1061429,17163,2,887571,0524,2,N/A,47,1902654
1983,New Mexico,All beverages,N/A,3190044,1061429,30054,4,887571,5941,3,N/A,N/A,3222979
1983,New York,Spirits,36866000,15151926,14380577,10536,4,12288983,2330,5,N/A,98,14672668
1983,New York,Wine,54069000,6974901,14380577,4850,3,12288983,5676,3,N/A,22,6596418
1983,New York,Beer,394026000,17731170,14380577,12330,8,12288983,4429,8,N/A,47,18519222
1983,New York,All beverages,N/A,39857997,14380577,27717,5,12288983,2434,5,N/A,N/A,39788308
1983,North Carolina,Spirits,9489000,3899979,4863574,8019,7,4131928,9439,7,N/A,10,3890490
1983,North Carolina,Wine,8186000,1055994,4863574,2171,7,4131928,2556,7,N/A,35,1105110
1983,North Carolina,Beer,119478000,5376510,4863574,11055,9,4131928,3012,9,N/A,47,5615466
1983,North Carolina,All beverages,N/A,10332483,4863574,21245,9,4131928,5006,9,N/A,N/A,10611066
1983,North Dakota,Spirits,1347000,553617,525740,10530,5,446353,2403,4,N/A,90,525330
1983,North Dakota,Wine,707000,91203,525740,1735,8,446353,2043,8,N/A,21,85547
1983,North Dakota,Beer,17379000,782055,525740,14875,4,446353,7521,4,N/A,47,816813
1983,North Dakota,All beverages,N/A,1426875,525740,27140,6,446353,1967,6,N/A,N/A,1427690
1983,Ohio,Spirits,13433000,5520963,8498106,6497,9,7238540,7627,9,N/A,92,5265736
1983,Ohio,Wine,14281000,1842249,8498106,2168,7,7238540,2545,7,N/A,25,1785125
1983,Ohio,Beer,256889000,11560005,8498106,13603,6,7238540,5970,6,N/A,47,12073783
1983,Ohio,All beverages,N/A,18923217,8498106,22268,8,7238540,6142,8,N/A,N/A,19124644
1983,Oklahoma,Spirits,4831000,1985541,2580029,7696,8,2208561,8990,8,N/A,03,1946893
1983,Oklahoma,Wine,3169000,408801,2580029,1584,9,2208561,1851,9,N/A,28,405632
1983,Oklahoma,Beer,59914000,2696130,2580029,10450,0,2208561,2208,0,N/A,47,2815958
1983,Oklahoma,All beverages,N/A,5090472,2580029,19730,9,2208561,3049,9,N/A,N/A,5168483
1983,Oregon,Spirits,4372000,1796892,2102573,8546,7,1819606,9875,7,N/A,01,1753172
1983,Oregon,Wine,8620000,1111980,2102573,5289,2,1819606,6111,2,N/A,19,1025780
1983,Oregon,Beer,61457000,2765565,2102573,13153,7,1819606,5199,7,N/A,47,2888479
1983,Oregon,All beverages,N/A,5674437,2102573,26988,6,1819606,1185,6,N/A,N/A,5667431
1983,Pennsylvania,Spirits,15740000,6469140,9637938,6712,9,8269280,7823,9,N/A,95,6217300
1983,Pennsylvania,Wine,16522000,2131338,9637938,2211,7,8269280,2577,7,N/A,25,2065250
1983,Pennsylvania,Beer,303042000,13636890,9637938,14149,5,8269280,6491,5,N/A,47,14242974
1983,Pennsylvania,All beverages,N/A,22237368,9637938,23073,8,8269280,6892,8,N/A,N/A,22525524
1983,Rhode Island,Spirits,2036000,836796,786705,10637,4,673348,2427,4,N/A,85,783860
1983,Rhode Island,Wine,3069000,395901,786705,5032,2,673348,5880,2,N/A,24,380556
1983,Rhode Island,Beer,25800000,1161000,786705,14758,4,673348,7242,4,N/A,47,1212600
1983,Rhode Island,All beverages,N/A,2393697,786705,30427,3,673348,5549,3,N/A,N/A,2377016
1983,South Carolina,Spirits,6275000,2579025,2532942,10182,5,2124845,2137,5,N/A,07,2553925
1983,South Carolina,Wine,3984000,513936,2532942,2029,8,2124845,2419,8,N/A,24,494016
1983,South Carolina,Beer,71285000,3207825,2532942,12664,8,2124845,5097,7,N/A,47,3350395
1983,South Carolina,All beverages,N/A,6300786,2532942,24875,7,2124845,9653,7,N/A,N/A,6398336
1983,South Dakota,Spirits,1252000,514572,536982,9583,6,456148,1281,6,N/A,92,490784
1983,South Dakota,Wine,717000,92493,536982,1722,8,456148,2028,8,N/A,27,91059
1983,South Dakota,Beer,15642000,703890,536982,13108,7,456148,5431,7,N/A,47,735174
1983,South Dakota,All beverages,N/A,1310955,536982,24413,7,456148,8740,7,N/A,N/A,1317017
1983,Tennessee,Spirits,6286000,2583546,3708833,6966,9,3164439,8164,9,N/A,04,2539544
1983,Tennessee,Wine,4069000,524901,3708833,1415,9,3164439,1659,9,N/A,24,504556
1983,Tennessee,Beer,91262000,4106790,3708833,11073,9,3164439,2978,9,N/A,47,4289314
1983,Tennessee,All beverages,N/A,7215237,3708833,19454,0,3164439,2801,0,N/A,N/A,7333414
1983,Texas,Spirits,23342000,9593562,12149523,7896,8,10288313,9325,7,N/A,07,9500194
1983,Texas,Wine,25557000,3296853,12149523,2714,6,10288313,3204,6,N/A,19,3041283
1983,Texas,Beer,463463000,20855835,12149523,17166,2,10288313,0271,2,N/A,47,21782761
1983,Texas,All beverages,N/A,33746250,12149523,27776,5,10288313,2801,5,N/A,N/A,34324238
1983,Utah,Spirits,1358000,558138,1100143,5073,0,916915,6087,0,N/A,89,528262
1983,Utah,Wine,1192000,153768,1100143,1398,9,916915,1677,9,N/A,21,144232
1983,Utah,Beer,21783000,980235,1100143,8910,0,916915,0691,0,N/A,47,1023801
1983,Utah,All beverages,N/A,1692141,1100143,15381,0,916915,8455,0,N/A,N/A,1696295
1983,Vermont,Spirits,1215000,499365,416480,11990,2,353527,4125,2,N/A,91,475065
1983,Vermont,Wine,1615000,208335,416480,5002,2,353527,5893,2,N/A,18,190570
1983,Vermont,Beer,14193000,638685,416480,15335,3,353527,8066,3,N/A,47,667071
1983,Vermont,All beverages,N/A,1346385,416480,32328,2,353527,8084,2,N/A,N/A,1332706
1983,Virginia,Spirits,8974000,3688314,4479522,8234,7,3807377,9687,7,N/A,08,3661392
1983,Virginia,Wine,9310000,1200990,4479522,2681,6,3807377,3154,6,N/A,16,1079960
1983,Virginia,Beer,146351000,6585795,4479522,14702,4,3807377,7297,4,N/A,47,6878497
1983,Virginia,All beverages,N/A,11475099,4479522,25617,6,3807377,0139,6,N/A,N/A,11619849
1983,Washington,Spirits,7784000,3199224,3414554,9369,6,2939117,0885,6,N/A,99,3105816
1983,Washington,Wine,14210000,1833090,3414554,5368,2,2939117,6237,2,N/A,19,1690990
1983,Washington,Beer,97601000,4392045,3414554,12863,7,2939117,4943,8,N/A,47,4587247
1983,Washington,All beverages,N/A,9424359,3414554,27601,5,2939117,2065,6,N/A,N/A,9384053
1983,West Virginia,Spirits,1820000,748020,1535973,4870,0,1311219,5705,0,N/A,04,735280
1983,West Virginia,Wine,1535000,198015,1535973,1289,9,1311219,1510,9,N/A,22,187270
1983,West Virginia,Beer,38953000,1752885,1535973,11412,9,1311219,3368,9,N/A,47,1830791
1983,West Virginia,All beverages,N/A,2698920,1535973,17571,0,1311219,0583,0,N/A,N/A,2753341
1983,Wisconsin,Spirits,9801000,4028211,3747536,10749,4,3174372,2690,4,N/A,89,3812589
1983,Wisconsin,Wine,9744000,1256976,3747536,3354,5,3174372,3960,5,N/A,21,1179024
1983,Wisconsin,Beer,161669000,7275105,3747536,19413,1,3174372,2918,1,N/A,47,7598443
1983,Wisconsin,All beverages,N/A,12560292,3747536,33516,2,3174372,9568,2,N/A,N/A,12590056
1983,Wyoming,Spirits,1025000,421275,380837,11062,3,324434,2985,3,N/A,91,400775
1983,Wyoming,Wine,659000,85011,380837,2232,7,324434,2620,6,N/A,19,78421
1983,Wyoming,Beer,14205000,639225,380837,16785,2,324434,9703,2,N/A,47,667635
1983,Wyoming,All beverages,N/A,1145511,380837,30079,4,324434,5308,4,N/A,N/A,1146831
1983,Northeast Region,Spirits,100976000,41501136,40378638,10278,N/A,34524602,2021,N/A,N/A,93,39683568
1983,Northeast Region,Wine,133261000,17190669,40378638,4257,N/A,34524602,4979,N/A,N/A,22,16257842
1983,Northeast Region,Beer,1171632000,52723440,40378638,13057,N/A,34524602,5271,N/A,N/A,47,55066704
1983,Northeast Region,All beverages,N/A,111415245,40378638,27593,N/A,34524602,2271,N/A,N/A,N/A,11008114
1983,Midwest Region,Spirits,98255000,40382805,46362333,8710,N/A,39435437,0240,N/A,N/A,95,38810725
1983,Midwest Region,Wine,91471000,11799759,46362333,2545,N/A,39435437,2992,N/A,N/A,24,11342404
1983,Midwest Region,Beer,1459713000,65687085,46362333,14168,N/A,39435437,6657,N/A,N/A,47,68606511
1983,Midwest Region,All beverages,N/A,117869649,46362333,25424,N/A,39435437,9889,N/A,N/A,N/A,18759640
1983,South Region,Spirits,139696000,57415056,62868950,9132,N/A,53472921,0737,N/A,N/A,05,56576880
1983,South Region,Wine,123798000,15969942,62868950,2540,N/A,53472921,2987,N/A,N/A,22,15103356
1983,South Region,Beer,1893258000,85196610,62868950,13551,N/A,53472921,5933,N/A,N/A,47,88983126
1983,South Region,All beverages,N/A,158581608,62868950,25224,N/A,53472921,9656,N/A,N/A,N/A,60663362
1983,West Region,Spirits,94574000,38869914,36356036,10691,N/A,31166272,2472,N/A,N/A,96,37451304
1983,West Region,Wine,172487000,22250823,36356036,6120,N/A,31166272,7139,N/A,N/A,18,20353466
1983,West Region,Beer,1144733000,51512985,36356036,14169,N/A,31166272,6528,N/A,N/A,47,53802451
1983,West Region,All beverages,N/A,112633722,36356036,30981,N/A,31166272,6140,N/A,N/A,N/A,11607221
1983,United States,Spirits,433501000,178168911,185965957,9581,N/A,158599232,1234,N/A,N/A,98,72533398
1983,United States,Wine,521017000,67211193,185965957,3614,N/A,158599232,4238,N/A,N/A,21,63043057
1983,United States,Beer,5669336000,255120120,185965957,13719,N/A,158599232,6086,N/A,N/A,47,66458792
1983,United States,All beverages,N/A,500500224,185965957,26914,N/A,158599232,1558,N/A,N/A,N/A,02035247
1984,Alabama,Spirits,5269927,2165940,3116641,6950,9,2644095,8192,8,N/A,10,2160670
1984,Alabama,Wine,4560000,588240,3116641,1887,8,2644095,2225,8,N/A,17,533520
1984,Alabama,Beer,71378544,3212034,3116641,10306,0,2644095,2148,0,N/A,47,3354792
1984,Alabama,All beverages,N/A,5966214,3116641,19143,9,2644095,2564,9,N/A,N/A,6048982
1984,Alaska,Spirits,1397304,574292,383294,14983,1,324099,7720,1,N/A,85,537962
1984,Alaska,Wine,1651576,213053,383294,5558,2,324099,6574,1,N/A,28,211402
1984,Alaska,Beer,14186718,638402,383294,16656,2,324099,9698,2,N/A,47,666776
1984,Alaska,All beverages,N/A,1425747,383294,37197,1,324099,3991,1,N/A,N/A,1416140
1984,Arizona,Spirits,6177818,2539083,2420813,10489,4,2078538,2216,4,N/A,97,2452594
1984,Arizona,Wine,8300242,1070731,2420813,4423,3,2078538,5151,3,N/A,17,971128
1984,Arizona,Beer,83199730,3743988,2420813,15466,2,2078538,8013,2,N/A,47,3910387
1984,Arizona,All beverages,N/A,7353802,2420813,30377,3,2078538,5380,2,N/A,N/A,7334109
1984,Arkansas,Spirits,2870772,1179887,1832564,6438,9,1565806,7535,9,N/A,05,1162663
1984,Arkansas,Wine,1700000,219300,1832564,1197,0,1565806,1401,0,N/A,37,232900
1984,Arkansas,Beer,42064000,1892880,1832564,10329,0,1565806,2089,0,N/A,47,1977008
1984,Arkansas,All beverages,N/A,3292067,1832564,17964,0,1565806,1025,0,N/A,N/A,3372571
1984,California,Spirits,53305884,21908718,20647308,10611,4,17816820,2297,4,N/A,95,21055824
1984,California,Wine,116926837,15083562,20647308,7305,1,17816820,8466,1,N/A,14,13329659
1984,California,Beer,627963192,28258344,20647308,13686,5,17816820,5860,6,N/A,47,29514270
1984,California,All beverages,N/A,65250624,20647308,31602,2,17816820,6623,2,N/A,N/A,63899753
1984,Colorado,Spirits,6842045,2812080,2508009,11212,3,2160528,3016,3,N/A,94,2695766
1984,Colorado,Wine,8994610,1160305,2508009,4626,3,2160528,5370,3,N/A,16,1043375
1984,Colorado,Beer,84373283,3796798,2508009,15139,3,2160528,7573,3,N/A,47,3965544
1984,Colorado,All beverages,N/A,7769183,2508009,30977,2,2160528,5960,2,N/A,N/A,7704685
1984,Connecticut,Spirits,7616678,3130455,2623889,11931,2,2250936,3907,2,N/A,90,2970504
1984,Connecticut,Wine,10055984,1297222,2623889,4944,3,2250936,5763,3,N/A,16,1166494
1984,Connecticut,Beer,63963368,2878352,2623889,10970,9,2250936,2787,9,N/A,47,3006278
1984,Connecticut,All beverages,N/A,7306029,2623889,27844,5,2250936,2458,5,N/A,N/A,7143276
1984,Delaware,Spirits,1542987,634168,491153,12912,1,418726,5145,1,N/A,95,609480
1984,Delaware,Wine,1472517,189955,491153,3868,4,418726,4536,4,N/A,17,172284
1984,Delaware,Beer,16607173,747323,491153,15216,3,418726,7848,3,N/A,47,780537
1984,Delaware,All beverages,N/A,1571446,491153,31995,2,418726,7529,2,N/A,N/A,1562301
1984,District of Columbia,Spirits,3393650,1394790,537836,25933,1,471768,9565,1,N/A,06,1377822
1984,District of Columbia,Wine,4464255,575889,537836,10708,1,471768,2207,1,N/A,17,522318
1984,District of Columbia,Beer,18027592,811242,537836,15083,3,471768,7196,3,N/A,47,847297
1984,District of Columbia,All beverages,N/A,2781921,537836,51724,1,471768,8968,1,N/A,N/A,2747437
1984,Florida,Spirits,27436345,11276338,9165739,12303,2,8058480,3993,2,N/A,03,11056847
1984,Florida,Wine,28233573,3642131,9165739,3974,4,8058480,4520,4,N/A,13,3190394
1984,Florida,Beer,297604811,13392216,9165739,14611,4,8058480,6619,4,N/A,47,13987426
1984,Florida,All beverages,N/A,28310685,9165739,30888,2,8058480,5132,3,N/A,N/A,28234667
1984,Georgia,Spirits,11871371,4879133,4588803,10633,3,3887780,2550,3,N/A,06,4819777
1984,Georgia,Wine,8363328,1078869,4588803,2351,7,3887780,2775,7,N/A,15,961783
1984,Georgia,Beer,120654992,5429475,4588803,11832,8,3887780,3965,8,N/A,47,5670785
1984,Georgia,All beverages,N/A,11387477,4588803,24816,7,3887780,9290,7,N/A,N/A,11452345
1984,Hawaii,Spirits,1803004,741035,808164,9169,6,694444,0671,6,N/A,94,710384
1984,Hawaii,Wine,2593000,334497,808164,4139,4,694444,4817,4,N/A,11,287823
1984,Hawaii,Beer,29803000,1341135,808164,16595,2,694444,9312,2,N/A,47,1400741
1984,Hawaii,All beverages,N/A,2416667,808164,29903,3,694444,4800,3,N/A,N/A,2398948
1984,Idaho,Spirits,1300697,534586,738500,7239,8,626522,8533,8,N/A,98,517677
1984,Idaho,Wine,1800159,232221,738500,3144,5,626522,3707,5,N/A,12,201618
1984,Idaho,Beer,23155337,1041990,738500,14110,5,626522,6631,4,N/A,47,1088301
1984,Idaho,All beverages,N/A,1808797,738500,24493,7,626522,8870,7,N/A,N/A,1807596
1984,Illinois,Spirits,22373448,9195487,9043474,10168,5,7740257,1880,5,N/A,97,8882259
1984,Illinois,Wine,25922745,3344034,9043474,3698,4,7740257,4320,4,N/A,19,3084807
1984,Illinois,Beer,283548434,12759680,9043474,14109,5,7740257,6485,5,N/A,47,13326776
1984,Illinois,All beverages,N/A,25299201,9043474,27975,4,7740257,2685,5,N/A,N/A,25293842
1984,Indiana,Spirits,7654043,3145812,4306242,7305,8,3665919,8581,8,N/A,97,3038655
1984,Indiana,Wine,6991000,901839,4306242,2094,8,3665919,2460,8,N/A,19,831929
1984,Indiana,Beer,121163000,5452335,4306242,12661,7,3665919,4873,7,N/A,47,5694661
1984,Indiana,All beverages,N/A,9499986,4306242,22061,8,3665919,5914,8,N/A,N/A,9565245
1984,Iowa,Spirits,3400641,1397663,2267672,6163,0,1943560,7191,0,N/A,91,1329651
1984,Iowa,Wine,2130652,274854,2267672,1212,0,1943560,1414,0,N/A,13,240764
1984,Iowa,Beer,69960042,3148202,2267672,13883,5,1943560,6198,5,N/A,47,3288122
1984,Iowa,All beverages,N/A,4820719,2267672,21258,9,1943560,4804,9,N/A,N/A,4858537
1984,Kansas,Spirits,2958073,1215768,1918256,6338,0,1659376,7327,0,N/A,00,1183229
1984,Kansas,Wine,2101280,271065,1918256,1413,9,1659376,1634,9,N/A,10,231141
1984,Kansas,Beer,50571290,2275708,1918256,11863,8,1659376,3714,8,N/A,47,2376851
1984,Kansas,All beverages,N/A,3762541,1918256,19614,9,1659376,2674,9,N/A,N/A,3791221
1984,Kentucky,Spirits,4827159,1983962,2906994,6825,9,2471140,8029,9,N/A,04,1950172
1984,Kentucky,Wine,2831705,365290,2906994,1257,0,2471140,1478,0,N/A,22,345468
1984,Kentucky,Beer,68633101,3088490,2906994,10624,0,2471140,2498,0,N/A,47,3225756
1984,Kentucky,All beverages,N/A,5437742,2906994,18706,0,2471140,2005,0,N/A,N/A,5521396
1984,Louisiana,Spirits,7785809,3199967,3370325,9495,6,2820304,1346,6,N/A,04,3145467
1984,Louisiana,Wine,7668485,989235,3370325,2935,6,2820304,3508,6,N/A,25,958561
1984,Louisiana,Beer,106300000,4783500,3370325,14193,4,2820304,6961,4,N/A,47,4996100
1984,Louisiana,All beverages,N/A,8972702,3370325,26623,6,2820304,1815,5,N/A,N/A,9100128
1984,Maine,Spirits,2282216,937991,924090,10150,5,788327,1899,5,N/A,88,885500
1984,Maine,Wine,2203821,284293,924090,3076,5,788327,3606,5,N/A,12,246828
1984,Maine,Beer,25655686,1154506,924090,12493,7,788327,4645,7,N/A,47,1205817
1984,Maine,All beverages,N/A,2376790,924090,25720,6,788327,0150,6,N/A,N/A,2338145
1984,Maryland,Spirits,10098754,4150588,3543693,11713,2,3024759,3722,2,N/A,99,4029403
1984,Maryland,Wine,10012809,1291652,3543693,3645,4,3024759,4270,4,N/A,21,1211550
1984,Maryland,Beer,102856473,4628541,3543693,13061,6,3024759,5302,6,N/A,47,4834254
1984,Maryland,All beverages,N/A,10070781,3543693,28419,4,3024759,3294,4,N/A,N/A,10075207
1984,Massachusetts,Spirits,14446394,5937468,4834843,12281,2,4146189,4320,2,N/A,86,5576308
1984,Massachusetts,Wine,18847687,2431352,4834843,5029,2,4146189,5864,2,N/A,19,2242875
1984,Massachusetts,Beer,138069704,6213137,4834843,12851,6,4146189,4985,7,N/A,47,6489276
1984,Massachusetts,All beverages,N/A,14581957,4834843,30160,3,4146189,5170,3,N/A,N/A,14308459
1984,Michigan,Spirits,16994000,6984534,7147198,9772,5,6053440,1538,5,N/A,93,6678642
1984,Michigan,Wine,17235510,2223381,7147198,3111,5,6053440,3673,5,N/A,17,2016555
