Year,State,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
2016,Pennsylvania,Wine,27229516,3512608,10740293,3270,7,9595799,3661,7,N/A,23,3349230
2016,Pennsylvania,Beer,312728000,14072760,10740293,13103,2,9595799,4666,3,N/A,47,14698216
2016,Pennsylvania,All beverages,N/A,25315979,10740293,23571,5,9595799,6382,5,N/A,N/A,24950449
2016,Rhode Island,Spirits,2296880,944018,898679,10505,3,796266,1856,3,N/A,77,865924
2016,Rhode Island,Wine,4022413,518891,898679,5774,3,796266,6517,3,N/A,23,494757
2016,Rhode Island,Beer,18700074,841503,898679,9364,9,796266,0568,9,N/A,48,897604
2016,Rhode Island,All beverages,N/A,2304412,898679,25642,4,796266,8940,4,N/A,N/A,2258285
2016,South Carolina,Spirits,8056602,3311263,4113777,8049,6,3666794,9030,6,N/A,93,3166245
2016,South Carolina,Wine,8097303,1044552,4113777,2539,8,3666794,2849,9,N/A,23,995968
2016,South Carolina,Beer,107477000,4836465,4113777,11757,4,3666794,3190,4,N/A,48,5158896
2016,South Carolina,All beverages,N/A,9192280,4113777,22345,7,3666794,5069,7,N/A,N/A,9321109
2016,South Dakota,Spirits,1862985,765687,694493,11025,3,614656,2457,3,N/A,85,717249
2016,South Dakota,Wine,1688442,217809,694493,3136,7,614656,3544,7,N/A,23,207678
2016,South Dakota,Beer,22537000,1014165,694493,14603,1,614656,6500,1,N/A,47,1059239
2016,South Dakota,All beverages,N/A,1997661,694493,28764,2,614656,2500,2,N/A,N/A,1984166
2016,Tennessee,Spirits,10569108,4343903,5491303,7911,6,4900674,8864,6,N/A,92,4143090
2016,Tennessee,Wine,13874785,1789847,5491303,3259,7,4900674,3652,7,N/A,23,1706599
2016,Tennessee,Beer,124792518,5615663,5491303,10226,7,4900674,1459,7,N/A,48,5990041
2016,Tennessee,All beverages,N/A,11749414,5491303,21396,8,4900674,3975,8,N/A,N/A,11839730
2016,Texas,Spirits,37351664,15351534,22213729,6911,9,19445481,7895,9,N/A,85,14380391
2016,Texas,Wine,59177073,7633842,22213729,3437,6,19445481,3926,6,N/A,22,7219603
2016,Texas,Beer,642607594,28917342,22213729,13018,2,19445481,4871,2,N/A,46,29559949
2016,Texas,All beverages,N/A,51902718,22213729,23365,6,19445481,6691,5,N/A,N/A,51159943
2016,Utah,Spirits,2962241,1217481,2320667,5246,0,1989668,6119,0,N/A,72,1101954
2016,Utah,Wine,3416005,440665,2320667,1899,0,1989668,2215,0,N/A,23,420169
2016,Utah,Beer,32457000,1460565,2320667,6294,0,1989668,7341,0,N/A,47,1525479
2016,Utah,All beverages,N/A,3118711,2320667,13439,0,1989668,5675,0,N/A,N/A,3047602
2016,Vermont,Spirits,948793,389954,534958,7289,8,474488,8218,8,N/A,75,355798
2016,Vermont,Wine,3273595,422294,534958,7894,1,474488,8900,1,N/A,23,402652
2016,Vermont,Beer,18600000,837000,534958,15646,1,474488,7640,1,N/A,49,911400
2016,Vermont,All beverages,N/A,1649248,534958,30829,2,474488,4758,2,N/A,N/A,1669850
2016,Virginia,Spirits,11177474,4593942,6967450,6593,9,6210094,7398,9,N/A,75,4191553
2016,Virginia,Wine,26246081,3385744,6967450,4859,4,6210094,5452,4,N/A,23,3228268
2016,Virginia,Beer,154230673,6940380,6967450,9961,8,6210094,1176,8,N/A,47,7248842
2016,Virginia,All beverages,N/A,14920067,6967450,21414,8,6210094,4026,8,N/A,N/A,14668663
2016,Washington,Spirits,11357473,4667921,6024569,7748,7,5403504,8639,7,N/A,83,4349912
2016,Washington,Wine,24417209,3149820,6024569,5228,4,5403504,5829,4,N/A,23,3003317
2016,Washington,Beer,128030000,5761350,6024569,9563,9,5403504,0662,9,N/A,48,6145440
2016,Washington,All beverages,N/A,13579091,6024569,22540,7,5403504,5130,7,N/A,N/A,13498669
2016,West Virginia,Spirits,1729675,710897,1544451,4603,0,1391219,5110,0,N/A,72,643439
2016,West Virginia,Wine,1289462,166341,1544451,1077,0,1391219,1196,0,N/A,23,158604
2016,West Virginia,Beer,40951000,1842795,1544451,11932,4,1391219,3246,4,N/A,47,1924697
2016,West Virginia,All beverages,N/A,2720033,1544451,17612,0,1391219,9551,0,N/A,N/A,2726740
2016,Wisconsin,Spirits,14190828,5832430,4785920,12187,2,4250916,3720,2,N/A,85,5463469
2016,Wisconsin,Wine,14980819,1932526,4785920,4038,5,4250916,4546,5,N/A,24,1857622
2016,Wisconsin,Beer,144956000,6523020,4785920,13630,2,4250916,5345,2,N/A,47,6812932
2016,Wisconsin,All beverages,N/A,14287976,4785920,29854,2,4250916,3612,2,N/A,N/A,14134023
2016,Wyoming,Spirits,1355934,557289,475591,11718,2,424138,3139,2,N/A,72,504407
2016,Wyoming,Wine,1171661,151144,475591,3178,7,424138,3564,7,N/A,23,144114
2016,Wyoming,Beer,12498350,562426,475591,11826,4,424138,3260,4,N/A,48,599921
2016,Wyoming,All beverages,N/A,1270859,475591,26722,4,424138,9963,3,N/A,N/A,1248442
2016,Northeast Region,Spirits,99269818,40799895,47045940,8672,N/A,42028534,9708,N/A,N/A,79,37623261
2016,Northeast Region,Wine,191212618,24666428,47045940,5243,N/A,42028534,5869,N/A,N/A,23,23519152
2016,Northeast Region,Beer,1079076382,48558437,47045940,10321,N/A,42028534,1554,N/A,N/A,48,51795666
2016,Northeast Region,All beverages,N/A,114024760,47045940,24237,N/A,42028534,7130,N/A,N/A,N/A,12938079
2016,Midwest Region,Spirits,118638355,48760364,56005235,8706,N/A,49674037,9816,N/A,N/A,81,45201213
2016,Midwest Region,Wine,153580758,19811919,56005235,3538,N/A,49674037,3988,N/A,N/A,22,18736852
2016,Midwest Region,Beer,1423214193,64044639,56005235,11435,N/A,49674037,2893,N/A,N/A,47,66891067
2016,Midwest Region,All beverages,N/A,132616922,56005235,23679,N/A,49674037,6697,N/A,N/A,N/A,30829132
2016,South Region,Spirits,193350998,79467259,100421646,7913,N/A,89221460,8907,N/A,N/A,86,74633485
2016,South Region,Wine,290511278,37475955,100421646,3732,N/A,89221460,4200,N/A,N/A,25,36313910
2016,South Region,Beer,2479354712,111570962,100421646,11110,N/A,89221460,2505,N/A,N/A,47,16529671
2016,South Region,All beverages,N/A,228514177,100421646,22755,N/A,89221460,5612,N/A,N/A,N/A,27477066
2016,West Region,Spirits,128941934,52995135,62674837,8456,N/A,55704647,9514,N/A,N/A,85,49642644
2016,West Region,Wine,259403377,33463035,62674837,5339,N/A,55704647,6007,N/A,N/A,23,31906615
2016,West Region,Beer,1440801210,64836054,62674837,10345,N/A,55704647,1639,N/A,N/A,48,69158458
2016,West Region,All beverages,N/A,151294225,62674837,24140,N/A,55704647,7160,N/A,N/A,N/A,50707717
2016,United States,Spirits,540201104,222022653,266147658,8342,N/A,236628678,9383,N/A,N/A,83,06897023
2016,United States,Wine,894708031,115417337,266147658,4337,N/A,236628678,4878,N/A,N/A,23,10049088
2016,United States,Beer,6422446497,289010092,266147658,10859,N/A,236628678,2214,N/A,N/A,47,01854985
2016,United States,All beverages,N/A,626450083,266147658,23538,N/A,236628678,6474,N/A,N/A,N/A,18801096
2017,Alabama,Spirits,6534994,2685883,4035074,6656,9,3591750,7478,9,N/A,77,2463693
2017,Alabama,Wine,8120439,1047537,4035074,2596,8,3591750,2917,8,N/A,19,966332
2017,Alabama,Beer,95821000,4311945,4035074,10686,6,3591750,2005,6,N/A,48,4599408
2017,Alabama,All beverages,N/A,8045365,4035074,19939,9,3591750,2400,9,N/A,N/A,8029433
2017,Alaska,Spirits,1752307,720198,594304,12118,2,528187,3635,2,N/A,84,672886
2017,Alaska,Wine,2420900,312296,594304,5255,3,528187,5913,3,N/A,19,288087
2017,Alaska,Beer,13960004,628200,594304,10570,6,528187,1894,6,N/A,48,670080
2017,Alaska,All beverages,N/A,1660695,594304,27944,3,528187,1441,3,N/A,N/A,1631053
2017,Arizona,Spirits,11161122,4587221,5781071,7935,7,5126360,8948,7,N/A,88,4330515
2017,Arizona,Wine,17599437,2270327,5781071,3927,6,5126360,4429,6,N/A,19,2094333
2017,Arizona,Beer,142538000,6414210,5781071,11095,5,5126360,2512,5,N/A,47,6699286
2017,Arizona,All beverages,N/A,13271758,5781071,22957,6,5126360,5889,6,N/A,N/A,13124134
2017,Arkansas,Spirits,3987369,1638809,2457158,6670,9,2179306,7520,9,N/A,88,1547099
2017,Arkansas,Wine,4335841,559324,2457158,2276,9,2179306,2567,9,N/A,20,520301
2017,Arkansas,Beer,50336208,2265129,2457158,9218,9,2179306,0394,9,N/A,48,2416138
2017,Arkansas,All beverages,N/A,4463261,2457158,18164,0,2179306,0480,0,N/A,N/A,4483538
2017,California,Spirits,61834884,25414137,32318552,7864,7,28745762,8841,7,N/A,87,23930100
2017,California,Wine,145968709,18829963,32318552,5826,3,28745762,6551,3,N/A,18,17224308
2017,California,Beer,679722660,30587520,32318552,9464,8,28745762,0641,8,N/A,48,32626688
2017,California,All beverages,N/A,74831620,32318552,23154,6,28745762,6032,6,N/A,N/A,73781096
2017,Colorado,Spirits,13402350,5508366,4639112,11874,2,4139175,3308,2,N/A,82,5119698
2017,Colorado,Wine,18484784,2384537,4639112,5140,4,4139175,5761,4,N/A,18,2181205
2017,Colorado,Beer,117581885,5291185,4639112,11406,5,4139175,2783,5,N/A,48,5643930
2017,Colorado,All beverages,N/A,13184088,4639112,28419,3,4139175,1852,2,N/A,N/A,12944833
2017,Connecticut,Spirits,7229512,2971329,3017061,9848,4,2675091,1107,4,N/A,80,2747215
2017,Connecticut,Wine,14084084,1816847,3017061,6022,2,2675091,6792,2,N/A,19,1676006
2017,Connecticut,Beer,54947862,2472654,3017061,8196,0,2675091,9243,0,N/A,48,2637497
2017,Connecticut,All beverages,N/A,7260830,3017061,24066,5,2675091,7142,5,N/A,N/A,7060718
2017,Delaware,Spirits,3403559,1398863,800398,17477,1,716974,9511,1,N/A,83,1303563
2017,Delaware,Wine,4465122,576001,800398,7196,1,716974,8034,1,N/A,19,531349
2017,Delaware,Beer,20485731,921858,800398,11517,4,716974,2858,4,N/A,48,983315
2017,Delaware,All beverages,N/A,2896721,800398,36191,1,716974,0402,1,N/A,N/A,2818227
2017,District of Columbia,Spirits,2428599,998154,593106,16829,1,540425,8470,1,N/A,93,954439
2017,District of Columbia,Wine,4688426,604807,593106,10197,1,540425,1191,1,N/A,18,553234
2017,District of Columbia,Beer,14446000,650070,593106,10960,6,540425,2029,6,N/A,48,693408
2017,District of Columbia,All beverages,N/A,2253031,593106,37987,1,540425,1690,1,N/A,N/A,2201081
2017,Florida,Spirits,44732384,18385010,17733837,10367,3,16057403,1450,3,N/A,86,17266700
2017,Florida,Wine,77266193,9967339,17733837,5621,3,16057403,6207,3,N/A,18,9117411
2017,Florida,Beer,421631202,18973404,17733837,10699,6,16057403,1816,6,N/A,47,19816667
2017,Florida,All beverages,N/A,47325753,17733837,26687,4,16057403,9473,4,N/A,N/A,46200778
2017,Georgia,Spirits,14642619,6018116,8484734,7093,9,7478927,8047,9,N/A,90,5710621
2017,Georgia,Wine,16428929,2119332,8484734,2498,9,7478927,2834,8,N/A,19,1955043
2017,Georgia,Beer,183923000,8276535,8484734,9755,8,7478927,1066,7,N/A,48,8828304
2017,Georgia,All beverages,N/A,16413983,8484734,19345,0,7478927,1947,0,N/A,N/A,16493968
2017,Hawaii,Spirits,2267978,932139,1182793,7881,7,1073454,8684,8,N/A,85,873172
2017,Hawaii,Wine,5318312,686062,1182793,5800,3,1073454,6391,3,N/A,18,627561
2017,Hawaii,Beer,33821000,1521945,1182793,12867,2,1073454,4178,3,N/A,47,1589587
2017,Hawaii,All beverages,N/A,3140146,1182793,26549,4,1073454,9253,4,N/A,N/A,3090320
2017,Idaho,Spirits,2734487,1123874,1377296,8160,6,1208581,9299,6,N/A,75,1025433
2017,Idaho,Wine,3607745,465399,1377296,3379,6,1208581,3851,6,N/A,19,429322
2017,Idaho,Beer,28923000,1301535,1377296,9450,9,1208581,0769,8,N/A,47,1359381
2017,Idaho,All beverages,N/A,2890808,1377296,20989,9,1208581,3919,8,N/A,N/A,2814136
2017,Illinois,Spirits,21398369,8794730,10556641,8331,6,9389760,9366,6,N/A,84,8216974
2017,Illinois,Wine,36749257,4740654,10556641,4491,4,9389760,5049,4,N/A,17,4299663
2017,Illinois,Beer,257845160,11603032,10556641,10991,6,9389760,2357,6,N/A,47,12118723
2017,Illinois,All beverages,N/A,25138416,10556641,23813,5,9389760,6772,5,N/A,N/A,24635360
2017,Indiana,Spirits,11314020,4650062,5450842,8531,5,4808439,9671,5,N/A,82,4321956
2017,Indiana,Wine,12317630,1588974,5450842,2915,8,4808439,3305,8,N/A,19,1465798
2017,Indiana,Beer,117419723,5283888,5450842,9694,8,4808439,0989,8,N/A,47,5518727
2017,Indiana,All beverages,N/A,11522924,5450842,21140,8,4808439,3964,8,N/A,N/A,11306481
2017,Iowa,Spirits,5450885,2240314,2576014,8697,5,2273972,9852,5,N/A,67,2000475
2017,Iowa,Wine,4659078,601021,2576014,2333,9,2273972,2643,9,N/A,18,549771
2017,Iowa,Beer,72236969,3250664,2576014,12619,3,2273972,4295,3,N/A,46,3322901
2017,Iowa,All beverages,N/A,6091999,2576014,23649,5,2273972,6790,5,N/A,N/A,5873147
2017,Kansas,Spirits,4601558,1891240,2358038,8020,7,2074269,9118,6,N/A,86,1776201
2017,Kansas,Wine,2632353,339574,2358038,1440,0,2074269,1637,0,N/A,18,310618
2017,Kansas,Beer,53915283,2426188,2358038,10289,7,2074269,1697,7,N/A,48,2587934
2017,Kansas,All beverages,N/A,4657002,2358038,19749,9,2074269,2451,9,N/A,N/A,4674753
2017,Kentucky,Spirits,7328339,3011947,3673550,8199,6,3270883,9208,6,N/A,92,2872709
2017,Kentucky,Wine,5940596,766337,3673550,2086,9,3270883,2343,9,N/A,19,706931
2017,Kentucky,Beer,77009803,3465441,3673550,9433,9,3270883,0595,9,N/A,48,3696471
2017,Kentucky,All beverages,N/A,7243725,3673550,19719,9,3270883,2146,9,N/A,N/A,7276111
2017,Louisiana,Spirits,9228373,3792861,3809905,9955,4,3392522,1180,4,N/A,87,3571380
2017,Louisiana,Wine,9894511,1276392,3809905,3350,7,3392522,3762,7,N/A,19,1177447
2017,Louisiana,Beer,104842000,4717890,3809905,12383,3,3392522,3907,3,N/A,47,4927574
2017,Louisiana,All beverages,N/A,9787143,3809905,25689,4,3392522,8849,4,N/A,N/A,9676401
2017,Maine,Spirits,2936031,1206709,1143968,10548,3,1034917,1660,3,N/A,65,1071651
2017,Maine,Wine,3916682,505252,1143968,4417,5,1034917,4882,5,N/A,18,462168
2017,Maine,Beer,34317000,1544265,1143968,13499,2,1034917,4922,2,N/A,49,1681533
2017,Maine,All beverages,N/A,3256226,1143968,28464,2,1034917,1464,3,N/A,N/A,3215352
2017,Maryland,Spirits,11210391,4607471,4987134,9239,5,4454957,0342,5,N/A,87,4338421
2017,Maryland,Wine,15449584,1992996,4987134,3996,5,4454957,4474,5,N/A,19,1838500
2017,Maryland,Beer,90649155,4079212,4987134,8179,0,4454957,9157,0,N/A,48,4351159
2017,Maryland,All beverages,N/A,10679679,4987134,21414,8,4454957,3973,8,N/A,N/A,10528080
2017,Massachusetts,Spirits,13788591,5667111,5818331,9740,4,5179165,0942,4,N/A,80,5239665
2017,Massachusetts,Wine,29569013,3814403,5818331,6556,1,5179165,7365,1,N/A,19,3518712
2017,Massachusetts,Beer,122373231,5506795,5818331,9465,8,5179165,0633,9,N/A,48,5873915
2017,Massachusetts,All beverages,N/A,14988309,5818331,25760,4,5179165,8940,4,N/A,N/A,14632292
2017,Michigan,Spirits,18872111,7756438,8315337,9328,5,7391332,0494,5,N/A,74,7058170
2017,Michigan,Wine,25515048,3291441,8315337,3958,6,7391332,4453,6,N/A,18,3010776
2017,Michigan,Beer,186716677,8402250,8315337,10105,7,7391332,1368,7,N/A,48,8962401
2017,Michigan,All beverages,N/A,19450129,8315337,23391,6,7391332,6315,6,N/A,N/A,19031347
2017,Minnesota,Spirits,13152359,5405620,4557796,11860,2,4058017,3321,2,N/A,83,5037354
2017,Minnesota,Wine,15587965,2010848,4557796,4412,5,4058017,4955,5,N/A,18,1839380
2017,Minnesota,Beer,116096993,5224365,4557796,11462,4,4058017,2874,4,N/A,48,5572656
2017,Minnesota,All beverages,N/A,12640832,4557796,27735,3,4058017,1150,3,N/A,N/A,12449390
2017,Mississippi,Spirits,4590822,1886828,2439320,7735,8,2150863,8772,7,N/A,75,1721558
2017,Mississippi,Wine,3331396,429750,2439320,1762,0,2150863,1998,0,N/A,18,393105
2017,Mississippi,Beer,67642000,3043890,2439320,12478,3,2150863,4152,3,N/A,48,3246816
2017,Mississippi,All beverages,N/A,5360468,2439320,21975,7,2150863,4922,7,N/A,N/A,5361479
2017,Missouri,Spirits,12377565,5087179,5041595,10090,3,4490832,1328,3,N/A,84,4752985
2017,Missouri,Wine,15149855,1954331,5041595,3876,6,4490832,4352,6,N/A,19,1802833
2017,Missouri,Beer,127055211,5717485,5041595,11341,5,4490832,2731,5,N/A,47,5971595
2017,Missouri,All beverages,N/A,12758995,5041595,25307,5,4490832,8411,5,N/A,N/A,12527413
2017,Montana,Spirits,2080650,855147,874918,9774,4,784817,0896,4,N/A,78,786486
2017,Montana,Wine,3470625,447711,874918,5117,4,784817,5705,4,N/A,18,409534
2017,Montana,Beer,31229431,1405324,874918,16062,1,784817,7906,1,N/A,49,1530242
2017,Montana,All beverages,N/A,2708182,874918,30954,2,784817,4507,2,N/A,N/A,2726262
2017,Nebraska,Spirits,2748985,1129833,1544496,7315,8,1360297,8306,8,N/A,83,1052861
2017,Nebraska,Wine,2607950,336426,1544496,2178,9,1360297,2473,9,N/A,19,310346
2017,Nebraska,Beer,43307000,1948815,1544496,12618,3,1360297,4326,3,N/A,48,2078736
2017,Nebraska,All beverages,N/A,3415074,1544496,22111,7,1360297,5105,6,N/A,N/A,3441943
2017,Nevada,Spirits,8801921,3617590,2441433,14817,1,2192609,6499,1,N/A,85,3388740
2017,Nevada,Wine,11547642,1489646,2441433,6102,2,2192609,6794,2,N/A,19,1374169
2017,Nevada,Beer,75795000,3410775,2441433,13970,2,2192609,5556,2,N/A,47,3562365
2017,Nevada,All beverages,N/A,8518011,2441433,34889,1,2192609,8849,1,N/A,N/A,8325274
2017,New Hampshire,Spirits,5653260,2323490,1154863,20119,1,1033751,2476,1,N/A,74,2114319
2017,New Hampshire,Wine,7803934,1006707,1154863,8717,1,1033751,9738,1,N/A,19,928668
2017,New Hampshire,Beer,46996000,2114820,1154863,18312,1,1033751,0458,1,N/A,48,2255808
2017,New Hampshire,All beverages,N/A,5445017,1154863,47149,1,1033751,2672,1,N/A,N/A,5298795
2017,New Jersey,Spirits,17267015,7096743,7382648,9613,4,6604103,0746,4,N/A,83,6613267
2017,New Jersey,Wine,34073776,4395517,7382648,5954,2,6604103,6656,2,N/A,19,4054779
2017,New Jersey,Beer,131935994,5937120,7382648,8042,0,6604103,8990,0,N/A,48,6332928
2017,New Jersey,All beverages,N/A,17429380,7382648,23609,5,6604103,6392,6,N/A,N/A,17000974
2017,New Mexico,Spirits,3381556,1389820,1715549,8101,6,1520675,9139,6,N/A,87,1308662
2017,New Mexico,Wine,3929425,506896,1715549,2955,8,1520675,3333,8,N/A,19,467602
2017,New Mexico,Beer,40146699,1806601,1715549,10531,6,1520675,1880,6,N/A,48,1927042
2017,New Mexico,All beverages,N/A,3703317,1715549,21587,7,1520675,4353,7,N/A,N/A,3703306
2017,New York,Spirits,31618931,12995380,16411139,7919,7,14727179,8824,7,N/A,87,12236526
2017,New York,Wine,68378005,8820763,16411139,5375,3,14727179,5989,3,N/A,18,8068605
2017,New York,Beer,328658886,14789650,16411139,9012,0,14727179,0042,0,N/A,48,15775627
2017,New York,All beverages,N/A,36605793,16411139,22305,7,14727179,4856,7,N/A,N/A,36080758
2017,North Carolina,Spirits,13501437,5549091,8504424,6525,0,7554191,7346,0,N/A,77,5090042
2017,North Carolina,Wine,28721127,3705025,8504424,4357,5,7554191,4905,5,N/A,20,3446535
2017,North Carolina,Beer,197559018,8890156,8504424,10454,7,7554191,1769,7,N/A,48,9482833
2017,North Carolina,All beverages,N/A,18144272,8504424,21335,8,7554191,4019,8,N/A,N/A,18019410
2017,North Dakota,Spirits,1943306,798699,614810,12991,1,546439,4616,1,N/A,85,748173
2017,North Dakota,Wine,1599586,206347,614810,3356,6,546439,3776,6,N/A,18,188751
2017,North Dakota,Beer,20614357,927646,614810,15088,1,546439,6976,1,N/A,47,968875
2017,North Dakota,All beverages,N/A,1932691,614810,31436,1,546439,5369,1,N/A,N/A,1905799
2017,Ohio,Spirits,13998485,5753377,9664860,5953,0,8597459,6692,0,N/A,84,5375418
2017,Ohio,Wine,23045497,2972869,9664860,3076,7,8597459,3458,7,N/A,19,2742414
2017,Ohio,Beer,242265000,10901925,9664860,11280,5,8597459,2680,5,N/A,48,11628720
2017,Ohio,All beverages,N/A,19628171,9664860,20309,9,8597459,2830,9,N/A,N/A,19746552
2017,Oklahoma,Spirits,5048802,2075058,3185418,6514,0,2815524,7370,0,N/A,90,1969033
2017,Oklahoma,Wine,4839222,624260,3185418,1960,0,2815524,2217,0,N/A,19,575867
2017,Oklahoma,Beer,72757000,3274065,3185418,10278,7,2815524,1629,7,N/A,47,3419579
2017,Oklahoma,All beverages,N/A,5973383,3185418,18752,0,2815524,1216,0,N/A,N/A,5964479
2017,Oregon,Spirits,7838219,3221508,3471719,9279,5,3126112,0305,5,N/A,82,2994200
2017,Oregon,Wine,15955246,2058227,3471719,5929,2,3126112,6584,2,N/A,19,1898674
2017,Oregon,Beer,95424180,4294088,3471719,12369,4,3126112,3736,4,N/A,49,4675785
2017,Oregon,All beverages,N/A,9573823,3471719,27577,3,3126112,0625,3,N/A,N/A,9568659
2017,Pennsylvania,Spirits,18725930,7696357,10752859,7157,9,9618217,8002,9,N/A,69,6909868
2017,Pennsylvania,Wine,27682059,3570986,10752859,3321,7,9618217,3713,7,N/A,19,3294165
2017,Pennsylvania,Beer,309721000,13937445,10752859,12962,2,9618217,4491,2,N/A,47,14556887
2017,Pennsylvania,All beverages,N/A,25204788,10752859,23440,6,9618217,6205,6,N/A,N/A,24760920
2017,Rhode Island,Spirits,2380149,978241,899063,10881,3,797669,2264,3,N/A,77,897316
2017,Rhode Island,Wine,4069020,524904,899063,5838,2,797669,6580,2,N/A,19,484213
2017,Rhode Island,Beer,18566006,835470,899063,9293,9,797669,0474,9,N/A,48,891168
2017,Rhode Island,All beverages,N/A,2338615,899063,26012,4,797669,9318,4,N/A,N/A,2272697
2017,South Carolina,Spirits,8165715,3356109,4173053,8042,6,3722767,9015,7,N/A,93,3209126
2017,South Carolina,Wine,8132960,1049152,4173053,2514,8,3722767,2818,9,N/A,19,967822
2017,South Carolina,Beer,105648000,4754160,4173053,11393,5,3722767,2771,5,N/A,48,5071104
2017,South Carolina,All beverages,N/A,9159421,4173053,21949,7,3722767,4604,7,N/A,N/A,9248052
2017,South Dakota,Spirits,1747279,718131,702635,10221,3,621804,1549,3,N/A,84,670955
2017,South Dakota,Wine,1613749,208174,702635,2963,8,621804,3348,8,N/A,19,192036
2017,South Dakota,Beer,23912959,1076083,702635,15315,1,621804,7306,1,N/A,47,1123909
2017,South Dakota,All beverages,N/A,2002388,702635,28498,2,621804,2203,2,N/A,N/A,1986900
2017,Tennessee,Spirits,10890052,4475811,5550966,8063,6,4957549,9028,6,N/A,92,4268900
2017,Tennessee,Wine,13660358,1762186,5550966,3175,7,4957549,3555,7,N/A,19,1625583
2017,Tennessee,Beer,121699133,5476461,5550966,9866,7,4957549,1047,8,N/A,48,5841558
2017,Tennessee,All beverages,N/A,11714458,5550966,21103,8,4957549,3630,9,N/A,N/A,11736041
2017,Texas,Spirits,39599719,16275485,22564943,7213,8,19761605,8236,8,N/A,85,15245892
2017,Texas,Wine,61572927,7942908,22564943,3520,6,19761605,4019,6,N/A,18,7265605
2017,Texas,Beer,636031337,28621410,22564943,12684,3,19761605,4483,2,N/A,47,29893473
2017,Texas,All beverages,N/A,52839802,22564943,23417,6,19761605,6739,5,N/A,N/A,52404970
2017,Utah,Spirits,3212959,1320526,2377871,5553,0,2037760,6480,0,N/A,74,1201647
2017,Utah,Wine,3660661,472225,2377871,1986,0,2037760,2317,0,N/A,19,435619
2017,Utah,Beer,32023000,1441035,2377871,6060,0,2037760,7072,0,N/A,47,1505081
2017,Utah,All beverages,N/A,3233786,2377871,13600,0,2037760,5869,0,N/A,N/A,3142347
2017,Vermont,Spirits,971130,399135,536383,7441,8,476451,8377,8,N/A,77,366116
2017,Vermont,Wine,3322960,428662,536383,7992,1,476451,8997,1,N/A,19,395432
2017,Vermont,Beer,18662000,839790,536383,15657,1,476451,7626,1,N/A,49,914438
2017,Vermont,All beverages,N/A,1667587,536383,31089,2,476451,5000,2,N/A,N/A,1675986
2017,Virginia,Spirits,11477856,4717399,7020654,6719,9,6261573,7534,9,N/A,75,4304196
2017,Virginia,Wine,26641586,3436765,7020654,4895,4,6261573,5489,4,N/A,19,3170349
2017,Virginia,Beer,150304209,6763689,7020654,9634,8,6261573,0802,8,N/A,47,7064298
2017,Virginia,All beverages,N/A,14917853,7020654,21249,8,6261573,3824,8,N/A,N/A,14538843
2017,Washington,Spirits,11741621,4825806,6137049,7863,8,5513603,8753,8,N/A,83,4497041
2017,Washington,Wine,24557393,3167904,6137049,5162,4,5513603,5746,4,N/A,19,2922330
2017,Washington,Beer,127317000,5729265,6137049,9336,9,5513603,0391,9,N/A,48,6111216
2017,Washington,All beverages,N/A,13722975,6137049,22361,6,5513603,4889,7,N/A,N/A,13530587
2017,West Virginia,Spirits,1723667,708427,1534592,4616,0,1383069,5122,0,N/A,73,642928
2017,West Virginia,Wine,1294172,166948,1534592,1088,0,1383069,1207,0,N/A,18,152712
2017,West Virginia,Beer,39897000,1795365,1534592,11699,4,1383069,2981,4,N/A,47,1875159
2017,West Virginia,All beverages,N/A,2670740,1534592,17404,0,1383069,9310,0,N/A,N/A,2670799
2017,Wisconsin,Spirits,14704031,6043357,4807895,12570,2,4274897,4137,2,N/A,85,5661052
2017,Wisconsin,Wine,14997742,1934709,4807895,4024,5,4274897,4526,5,N/A,19,1784731
2017,Wisconsin,Beer,142011000,6390495,4807895,13292,2,4274897,4949,2,N/A,48,6816528
2017,Wisconsin,All beverages,N/A,14368561,4807895,29885,2,4274897,3611,2,N/A,N/A,14262311
2017,Wyoming,Spirits,1368912,562623,473024,11894,2,421686,3342,2,N/A,74,511973
2017,Wyoming,Wine,1156747,149220,473024,3155,7,421686,3539,7,N/A,19,137653
2017,Wyoming,Beer,12323731,554568,473024,11724,4,421686,3151,4,N/A,48,591539
2017,Wyoming,All beverages,N/A,1266411,473024,26773,3,421686,0032,3,N/A,N/A,1241165
2017,Northeast Region,Spirits,100570549,41334496,47116315,8773,N/A,42146543,9807,N/A,N/A,80,38216809
2017,Northeast Region,Wine,192899533,24884040,47116315,5281,N/A,42146543,5904,N/A,N/A,19,22955044
2017,Northeast Region,Beer,1066177979,47978009,47116315,10183,N/A,42146543,1384,N/A,N/A,48,51176543
2017,Northeast Region,All beverages,N/A,114196545,47116315,24237,N/A,42146543,7095,N/A,N/A,N/A,12348396
2017,Midwest Region,Spirits,122308953,50268980,56190959,8946,N/A,49887517,0076,N/A,N/A,81,46599711
2017,Midwest Region,Wine,156475711,20185368,56190959,3592,N/A,49887517,4046,N/A,N/A,18,18464134
